1400584802,GLV7771,PAS,K,NY,76,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/11/2016,04:10P,,0.00,115.00,0,115,0.00,0.00
1400587750,DFJP41,PAS,K,FL,76,POLICE DEPARTMENT,NO STANDING-BUS STOP,,03/16/2016,05:05P,,0.00,125.00,10,115,0.00,0.00
1400618629,ZNP36S,PAS,NY,NJ,28,POLICE DEPARTMENT,FIRE HYDRANT,,03/24/2016,12:35A,,0.00,125.00,10,115,0.00,0.00
1400672910,27153MH,PAS,NY,NY,23,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/16/2016,06:00A,,0.00,0.00,10,115,0.00,125.00
1400692684,GXA9366,PAS,NY,NY,28,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-GUILTY,03/01/2016,01:37P,,0.00,125.00,10,115,0.00,0.00
1400790750,GLP4448,PAS,K,NY,78,POLICE DEPARTMENT,NO STANDING-BUS STOP,,03/14/2016,08:15P,08/11/2016,178.78,0.00,60,115,4.00,0.22
1400850071,S69ELH,PAS,K,NJ,78,POLICE DEPARTMENT,FIRE HYDRANT,,03/12/2016,00:45P,,0.00,125.00,10,115,0.00,0.00
1401130409,64760MA,COM,BX,NY,52,DEPARTMENT OF SANITATION,STORAGE-3HR COMMERCIAL,,03/16/2016,03:50A,,0.00,75.00,10,65,0.00,0.00
1401130410,64760MA,COM,BX,NY,52,DEPARTMENT OF SANITATION,STORAGE-3HR COMMERCIAL,,03/17/2016,03:45A,,0.00,75.00,10,65,0.00,0.00
1401313644,24701SH,COM,K,NY,60,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/17/2016,11:21A,,0.00,125.00,10,115,0.00,0.00
1401322153,T679877C,OMT,K,NY,60,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/09/2016,12:23P,,0.00,115.00,0,115,0.00,0.00
1401325300,HDC5075,PAS,K,NY,60,POLICE DEPARTMENT,NO STANDING-BUS STOP,,03/24/2016,01:08P,,0.00,125.00,10,115,0.00,0.00
1401325488,FJB4105,PAS,K,NY,60,POLICE DEPARTMENT,DOUBLE PARKING,,03/24/2016,08:56A,,0.00,125.00,10,115,0.00,0.00
1401349055,GNW7580,PAS,K,NY,60,POLICE DEPARTMENT,REG. STICKER-EXPIRED/MISSING,,03/20/2016,02:56A,,0.00,75.00,10,65,0.00,0.00
1401443357,GFD910,PAS,K,VT,94,POLICE DEPARTMENT,OBSTRUCTING DRIVEWAY,,03/31/2016,12:28A,,0.00,105.00,10,95,0.00,0.00
1401784392,GXG5570,PAS,K,NY,71,POLICE DEPARTMENT,NO STANDING-BUS STOP,HEARING HELD-NOT GUILTY,03/17/2016,05:38P,,0.00,0.00,10,115,0.00,125.00
1401810974,GZX6170,PAS,,NY,71,POLICE DEPARTMENT,NO STANDING-BUS STOP,HEARING HELD-NOT GUILTY,03/29/2016,12:16A,,0.00,0.00,10,115,0.00,125.00
1401832374,AKY3804,PAS,K,WA,71,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-GUILTY,03/05/2016,08:10A,,0.00,115.00,0,115,0.00,0.00
1401851484,HEH5836,PAS,K,NY,71,POLICE DEPARTMENT,FIRE HYDRANT,,03/18/2016,09:00P,,0.00,125.00,10,115,0.00,0.00
1401884090,T670505C,OMT,K,NY,60,DEPARTMENT OF SANITATION,NO PARKING-STREET CLEANING,HEARING HELD-GUILTY,03/07/2016,08:20A,,0.00,45.00,0,45,0.00,0.00
1402122755,HDS3825,PAS,K,NY,72,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-GUILTY,03/03/2016,05:05P,,0.00,125.00,10,115,0.00,0.00
1402122810,63315BA,OMR,K,NY,72,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/13/2016,02:21P,,0.00,0.00,10,115,0.00,125.00
1402127315,37892MH,COM,K,NY,68,POLICE DEPARTMENT,NGHT PKG ON RESID STR-COMM VEH,HEARING HELD-GUILTY REDUCTION,03/31/2016,03:37A,,0.00,28.00,0,65,0.00,37.00
1402141919,R97FKK,PAS,K,NJ,72,POLICE DEPARTMENT,FIRE HYDRANT,,03/04/2016,02:42A,06/23/2016,0.00,178.09,60,115,3.26,0.17
1402179777,FGP3616,PAS,K,NY,69,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/19/2016,07:05P,,0.00,125.00,10,115,0.00,0.00
1402194997,FGP3616,PAS,K,NY,69,POLICE DEPARTMENT,INSP. STICKER-EXPIRED/MISSING,,03/19/2016,07:05P,,0.00,75.00,10,65,0.00,0.00
1402268105,HDU5630,PAS,K,NY,67,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,,03/25/2016,10:53A,,0.00,70.00,10,60,0.00,0.00
1402343668,L59FNV,PAS,K,NJ,81,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,,03/07/2016,10:06A,,0.00,70.00,10,60,0.00,0.00
1402356389,DLW1277,PAS,K,NY,81,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/04/2016,08:28A,,0.00,125.00,10,115,0.00,0.00
1402357199,T679877C,OMT,K,NY,81,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/09/2016,10:30A,,0.00,125.00,10,115,0.00,0.00
1402358970,HDS3891,PAS,K,NY,81,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/21/2016,09:55A,,0.00,125.00,10,115,0.00,0.00
1402359123,FZJ2884,PAS,K,NY,81,POLICE DEPARTMENT,DOUBLE PARKING,,03/22/2016,10:42A,,0.00,125.00,10,115,0.00,0.00
