1354455459,2016-03-16,78,K,,75,75,1027P,,-,952930,0165,165,P,88720MB,COM,NY,WARWICK ST,VAN,WHITE,GMC,2010
1367293650,2016-03-19,99,Q,,113,113,1040A,,-,944033,0113,113,P,ERP5344,PAS,NY,C/O 140 ST,SDN,GREEN,,0
1367293674,2016-03-19,70,Q,,113,113,1033A,,-,944033,0113,113,P,FWM1758,PAS,NY,147 ST,SUBN,BLK,BUICK,2002
1366082590,2016-03-09,14,NY,,7,7,0600P,,-,948235,0007,7,P,14307LV,OML,NY,RIVCHSTON ST,SUBN,WHITE,FORD,2006
1364766255,2016-03-24,21,Q,,111,111,1040A,,-,936310,0111,111,P,EWT1353,PAS,NY,CLOVERDALE,SDN,GREY,TOYOT,2013
1366582500,2016-03-14,14,NY,,14,14,0117A,,-,936599,0014,14,P,65566PA,COM,NY,8 AVE,DELV,WHITE,HINO,0
1367114536,2016-03-15,46,K,,66,66,1013P,,-,941977,0066,66,P,FPF5158,PAS,99,N/E 40 ST,SUBN,GOLD,HONDA,2004
1365157477,2016-03-28,78,BX,,50,50,0355A,,-,923046,0050,50,P,24393MC,COM,NY,C/O B WAY,,WH,CHEVR,2004
1365157489,2016-03-28,85,BX,,50,50,0353A,,-,923046,0050,50,P,24393MG,COM,CT,C/O B WAY,VAN,WH,,2004
1365174256,2016-03-20,51,BX,,50,50,0347A,,-,936168,0050,50,P,FXR1798,PAS,NY,RESERVIOR AVE,SDN,BLUE,NISSA,2002
1366337384,2016-03-29,71,Q,,109,109,0526P,,-,941983,0109,109,P,FWH9893,999,NY,PARSONS BLV,SDN,BLK,NISSA,2012
1367997768,2016-03-17,46,NY,,17,17,0355P,,-,916404,0401,401,P,88629JH,COM,NY,PARK AVE,VAN,WH,FORD,2003
1368005524,2016-03-25,14,NY,,71,71,0950A,,-,925576,0401,401,P,1510332,PSD,NY,NOSTRAND AVE,DELV,WH,GV,0
1369292170,2016-03-23,99,R,,121,121,0400P,,-,946433,0121,121,P,DJE1615,PAS,NY,HEBERTON AVE,SDN,RED,CHEVR,1995
1367956341,2016-03-13,18,NY,,17,17,0214A,,-,927440,0401,401,P,2208656,PAS,IN,E 34ST,DELV,WHITE,S,0
1400322820,2016-03-20,98,K,,94,94,0939P,,-,939868,0094,94,P,GXC7520,PAS,NY,INDIA STREET,SUBN,GREY,ACURA,2011
1398909312,2016-03-10,17,NY,,18,18,0530P,,-,937210,0420,420,P,GRC4443,PAS,NY,11 AVE,SDN,GREY,NISSA,2005
1398909324,2016-03-11,19,NY,,18,18,0700P,,-,937210,0420,420,P,T639084C,OMT,NY,BROADWAY,SUBN,BLACK,FORD,2011
1398909350,2016-03-12,38,NY,,18,18,0030P,,-,937210,0420,420,P,GARFR5,999,CT,BROADWAY,SDN,GREY,BMW,0
1398909385,2016-03-18,14,NY,,18,18,0556P,,-,937210,0420,420,P,GTJ6780,PAS,NY,9 AVE,SUBN,BLACK,BMW,2014
1398909403,2016-03-18,38,NY,,18,18,0745P,,-,937210,0420,420,P,401ZGU,999,CT,BROADWAY,SDN,WHITE,SAAB,0
1398909415,2016-03-18,38,NY,,18,18,0749P,,-,937210,0420,420,P,ZWF21Z,PAS,NJ,BROADWAY,SDN,GREY,HONDA,0
1398909427,2016-03-18,38,NY,,18,18,1000P,,-,937210,0420,420,P,S274036,PAS,IL,BROADWAY,SDN,BLACK,MAZDA,0
1379910080,2016-03-30,20,NY,,6,6,0430P,,-,943386,0006,6,P,PF090W,PAS,FL,W 10 ST,SUBN,SLVR,SCION,0
1405159492,2016-03-20,27,R,,123,123,0657P,,-,949735,0123,123,P,GLR6718,PAS,NY,POSSVILLE AVE,SDN,WH,ME/BE,2009
1405159595,2016-03-20,27,R,,123,123,0846P,,-,949735,0123,123,P,GTD7184,PAS,NY,ROSSVILLE AVE,SUBN,BK,DODGE,2014
1405746555,2016-03-26,66,K,,83,83,0308A,,-,947464,0083,83,P,HR93767,PAS,OR,EVERGREEN,TRAI,GREEN,,0
1407496748,2016-03-16,40,,,2,2,0610P,,-,950623,0002,2,P,IC99PM,APP,99,RIVER ST,BUS,WHITE,MCY,0
1408986966,2016-03-31,46,R,,122,122,0105A,,-,948600,0122,122,P,T608580C,PAS,NY,MORELAND ST,SDN,SILVE,LINCO,2003
1398726333,2016-03-01,46,Q,,108,108,0809A,,-,330132,T109,109,P,97267MC,COM,99,JACKSON AVE,CMX,BLUE,MACK,2013
1398909282,2016-03-06,17,NY,,18,18,0455P,,-,937210,0420,420,P,BTX8694,PAS,NY,11 AVE,SDN,GREY,AUDI,2013
1398909300,2016-03-06,19,NY,,20,20,0632P,,-,937210,0420,420,P,EBE1405,PAS,NY,CENTRAL PK WEST,SUBN,GREY,JEEP,2014
1398909336,2016-03-12,40,NY,,18,18,0810P,,-,937210,0420,420,P,FLY0FF,PAS,PA,WEST 47 ST,SDN,GREY,ME/BE,0
1398909348,2016-03-12,38,NY,,18,18,0927P,,-,937210,0420,420,P,2YD948,999,MA,BROADWAY,SDN,GREY,HONDA,0
1398909361,2016-03-12,38,NY,,18,18,0935P,,-,937210,0420,420,P,E91DFM,PAS,NJ,BROADWAY,SUBN,GREY,MAZDA,0
1398909373,2016-03-17,46,NY,,18,18,0635P,,-,937210,0420,420,P,7A11A,OMT,NY,8 AVE,SDN,YELLO,FORD,2011
1405756720,2016-03-18,46,K,,77,77,0415P,,-,957799,0077,77,P,FTT2816,PAS,NY,NOSTRAND AVE,SUBN,BLUE,MAZDA,2008
1409378640,2016-03-27,46,,,19,19,0335P,,-,938460,0405,405,P,56248MG,COM,NY,MADISON AVE,DELV,BR,FRIG,2015
1409378652,2016-03-27,46,NY,,19,19,0330P,,-,938460,0405,405,P,12996JU,COM,NY,MADISON AVE,DELV,WH,DODGE,2008
1412240232,2016-03-11,19,K,,84,84,1142A,,-,921824,0084,84,P,2559929,PAS,ME,JAY ST,TRL,WH,UTILI,0
1399184234,2016-03-04,20,NY,,1,1,1150A,,-,539572,MN01,0,S,HNL1932,PAS,PA,FRONT ST,SDN,SILVE,CHEVR,0
1371961608,2016-03-17,24,Q,,100,100,1008P,,-,214,0835,835,X,HEF9427,PAS,NY,R 115 PARK EAST LOT,SDN,BK,INFIN,2007
1381470178,2016-03-18,24,K,,84,84,0916P,,-,951536,0803,803,P,GWR6544,PAS,NY,NASSAU ST,SUBN,GRAY,DODGE,2004
1413501746,2016-03-13,78,K,,70,70,0225A,,-,935514,0070,70,P,XCEG43,PAS,NJ,E 15 ST,DELV,WHITE,HINO,0
1412302213,2016-03-28,78,NY,,28,28,0150A,,-,959608,0028,28,P,80963MB,COM,NY,8TH AVE,SUBN,GREY,HONDA,2003
1413663035,2016-03-26,40,K,,84,84,1110P,,-,958013,0084,84,P,26561MB,COM,NY,OLD FULTON ST,P-U,WHITE,CHEVR,2011
1377327206,2016-03-20,40,BX,,52,52,0959A,,-,949291,0052,52,P,GXA5997,PAS,NY,C/O 211 ST,SDN,SILVE,HONDA,2003
1377327218,2016-03-20,20,BX,,52,52,0930A,,-,949791,0052,52,P,GHW1280,PAS,NY,DECATUR AVE,SUBN,BLUE,HONDA,2011
1399846978,2016-03-20,40,BX,,52,52,0155A,,-,939872,0052,52,P,HAK2246,PAS,NY,S/W E 211 ST,SDN,BK,ME/BE,2011
1400026143,2016-03-21,46,BX,,52,52,1207P,,-,949475,0052,52,P,GPR3344,PAS,NY,DEKALB,,GRAY,MITSU,0
1405013011,2016-03-20,40,BX,,52,52,0840A,,-,934696,0052,52,P,HDS3957,PAS,NY,C/O BAILEY AVE,SUBN,WH,TOYOT,2015
1405013138,2016-03-20,67,BX,,52,52,0934P,,-,952883,0052,52,P,M42EAF,PAS,NJ,W MOSHULO NORTH,SDN,GRAY,HONDA,0
1406699093,2016-03-20,40,BX,,52,52,0925A,,-,941313,0052,52,P,HFJ2092,PAS,NY,GRAND CONCOURSE,SDN,GY,TOYOT,2004
1406699100,2016-03-20,67,BX,,52,52,0928A,,-,941313,0052,52,P,GEX3133,PAS,NY,JEROME AVE,SDN,BLUE,TOYOT,2014
1406699111,2016-03-20,14,BX,,50,50,0934A,,-,941313,0052,52,P,T686039C,OMT,NY,GRAND CONCOURSE,SDN,WH,HONDA,2016
1406699123,2016-03-20,20,BX,,52,52,0936A,,-,941313,0052,52,P,GVG3196,PAS,NY,GRAND CONCOURSE,SUBN,GY,JEEP,2011
1406723083,2016-03-15,40,BX,,52,52,0350P,,-,941277,0052,52,P,HES2483,PAS,NY,E 194 ST,SDN,BK,BMW,2012
1406723095,2016-03-20,40,BX,,52,52,0415P,,-,941277,0052,52,P,GXE3069,PAS,NY,FATHER ZEISER PL,SUBN,BK,BUICK,2009
1406729530,2016-03-20,14,BX,,52,52,0626A,,-,958389,0052,52,P,HDH2293,PAS,NY,E 196 STREET,SUBN,GRAY,FORD,2011
1406729840,2016-03-20,40,BX,,52,52,1211A,,-,958697,0052,52,P,GXB2024,PAS,NY,DEKALB AVE,SDN,BLACK,NISSA,1999
1406729863,2016-03-20,46,BX,,52,52,0825P,,-,958697,0052,52,P,GMZ7007,PAS,NY,DEKALB,SDN,WHITE,HYUND,2004
1406731365,2016-03-20,46,BX,,52,52,0833P,,-,958972,0052,52,P,GXB1659,PAS,NY,ROCHAMBEAU AVE,SDN,GY,DODGE,2007
1408110544,2016-03-20,98,BX,,52,52,0847P,,-,933635,0052,52,P,GZP9428,PAS,NY,VALENTINE AVE,SDN,GRAY,FORD,2002
1408111135,2016-03-20,98,BX,,5,5,0445A,,-,951426,0052,52,P,HTX321,PAS,MA,CEDAR AVE,SDN,GY,NISSA,0
1408111147,2016-03-20,98,BX,,52,52,0630A,,-,951426,0052,52,P,HBN2358,PAS,NY,HULL AVE,SUBN,BK,FORD,2003
1408113089,2016-03-20,46,BX,,52,52,0815P,,-,949026,0052,52,P,JPS4632,PAS,PA,DECATUR AV,SDN,GRAY,BMW,0
1408115130,2016-03-20,67,BX,,52,52,0244P,,-,941313,0052,52,P,GNJ9898,PAS,NY,VAN COURTLANDT AVE E,SDN,BLUE,TOYOT,2011
1408130142,2016-03-20,46,BX,,54,54,0737P,,-,954291,0054,54,P,GJP2559,PAS,NY,ANDREWS AVE,VAN,WH,CHEVR,2003
1408130634,2016-03-20,14,BX,,52,52,0144A,,-,958752,0052,52,P,GKZ6945,PAS,NY,W/S GRAND CONCOURSE,SDN,BLU,NISSA,2009
1408204708,2016-03-20,46,BX,,52,52,0846P,,-,955068,0163,163,P,JXW8198,PAS,PA,KNOX PL,SDN,GRY,VOLKS,0
1408204710,2016-03-20,40,BX,,52,52,0847A,,-,955068,0163,163,P,JXW8198,PAS,PA,KNOX PL,SDN,GRY,VOLKS,0
1408204721,2016-03-20,74,BX,,52,52,0848P,,-,955065,0163,163,P,JXW8198,PAS,PA,KNOX PL,SDN,GRY,VOLKS,0
1408206274,2016-03-20,40,BX,,52,52,0709P,,-,955281,0163,163,P,HCT2268,PAS,NY,WEBB AV,SDN,RED,NISSA,2009
1408206640,2016-03-21,50,BX,,52,52,1228A,,-,955381,0163,163,P,GMZ6430,PAS,NY,C/O 188TH ST,SDN,GOLD,HONDA,0
1408206651,2016-03-21,46,BX,,52,52,1246A,,-,955381,0163,163,P,T687197C,OMT,NY,ANDREWS AVE,SDN,BLACK,TOYOT,2016
